Country,Name,Category,Class,Soldiers,Morale,Discipline,Training,Recruitment cost,Upkeep cost,Weapon upgrade,Armour upgrade,Primary weapon,Primary_Attack,Charge bonus,Total defence,Armour,Defence skill,Shield,Hit points,Can board ships,Can hide in forest,Can withdraw,Weapon attributes,Hardy,Range,Ammunition,Secondary weapon,Secondary_Attack,Can be supported free in a city,Mount,Can form up and charge,Cantabrian circle,Tertiary weapon,Teriary_Attack,Fire by rank,Gunpowder weapon,Skirmish mode off by default,Knight,Very hardy,Can place stakes,Exploding shot,Can hide anywhere on the battlefield,Can hide in forest - improved,Scare horses
Hungary,Slav Levies, Infantry, Light,48,3, Normal, Untrained,210,100,65,50, Light spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
Hungary,Slav Levies, Infantry, Light,48,3, Normal, Untrained,210,100,65,50, Light spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
Hungary,Transylvanian Peasants, Infantry, Light,48,3, Normal, Untrained,270,100,65,50, Halberd (Melee),5,2,1,0,1,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,,,,,,,,,,,,,,,,,,,
Hungary,Pavise Spearmen, Infantry, Spearmen,60,5, Normal, Trained,490,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Hungary,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,590,225,90,70, Sword (Melee),13,3,19,8,8,3,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Hungary,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,590,225,90,70, Sword (Melee),13,3,19,8,8,3,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Hungary,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,590,225,90,70, Sword (Melee),13,3,19,8,8,3,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Hungary,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Hungary,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Hungary,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Hungary,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Hungary,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Hungary,Hussars, Cavalry, Light,32,11, Normal, Trained,750,210,130,100, Cavalry light lance (Melee),13,4,15,5,6,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,,,,,,
Hungary,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,8,5,3,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Hungary,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,8,5,3,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Hungary,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,8,5,3,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Hungary,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Hungary,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Hungary,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Hungary,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Hungary,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Hungary,Hungarian Nobles, Cavalry, Missile,32,9, Normal, Trained,750,210,120,95, Cavalry composite bow (Missile),8,4,16,5,8,3,1,TRUE,TRUE,TRUE,,TRUE,120,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Hungary,Hungarian Nobles, Cavalry, Missile,32,9, Normal, Trained,750,210,120,95, Cavalry composite bow (Missile),8,4,16,5,8,3,1,TRUE,TRUE,TRUE,,TRUE,120,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Hungary,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Hungary,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Hungary,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Hungary,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Hungary,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Hungary,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Hungary,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
Hungary,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Hungary,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Hungary,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Hungary,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Milan,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Milan,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Milan,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Milan,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Milan,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Milan,Sergeant Spearmen, Infantry, Spearmen,60,5, Normal, Trained,420,155,85,65, Long spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Milan,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Milan,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Milan,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Milan,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Milan,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Milan,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Milan,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Milan,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Milan,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Milan,Peasant Crossbowmen, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Crossbow (Missile),9,1,1,0,1,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
Milan,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
Milan,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Broken Lances, Cavalry, Heavy,32,9, Low, Trained,730,320,120,95, Cavalry heavy lance (Melee),10,4,13,9,4,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Men At Arms, Cavalry, Heavy,32,5, Low, Trained,580,250,100,75, Cavalry heavy lance (Melee),8,3,15,8,3,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Milan,Mounted Crossbowmen, Cavalry, Missile,32,3, Normal, Trained,470,175,90,70, Cavalry crossbow (Missile),5,2,10,5,5,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Cavalry sword (Melee),7,, Fast pony,,TRUE,,,,,,,,,,,,
Milan,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Milan,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Milan,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Milan,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Milan,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Milan,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Milan,Monster Ribault, Siege, Missile,16,11, Disciplined, Highly trained,910,400,100,75, Knife (Melee),9,3,9,4,5,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Monster ribault (Siege),68,,,,,,,,TRUE,,,,,,,,
Milan,Monster Ribault, Siege, Missile,16,11, Disciplined, Highly trained,910,400,100,75, Knife (Melee),9,3,9,4,5,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Monster ribault (Siege),68,,,,,,,,TRUE,,,,,,,,
Milan,Monster Ribault, Siege, Missile,16,11, Disciplined, Highly trained,910,400,100,75, Knife (Melee),9,3,9,4,5,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Monster ribault (Siege),68,,,,,,,,TRUE,,,,,,,,
Milan,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Milan,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Milan,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Milan,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Moors,Peasants, Infantry, Light,60,1, Low, Untrained,90,90,65,50, Knife (Melee),1,0,1,0,1,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Moors,Berber Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Berber Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Berber Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Nubian Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
Moors,Nubian Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
Moors,Nubian Spearmen, Infantry, Spearmen,60,5, Normal, Trained,400,155,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
Moors,Dismounted Christian Guard, Infantry, Heavy,48,11, Disciplined, Highly trained,690,175,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Dismounted Christian Guard, Infantry, Heavy,48,11, Disciplined, Highly trained,690,175,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Dismounted Christian Guard, Infantry, Heavy,48,11, Disciplined, Highly trained,690,175,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Moors,Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,330,100,65,50, Crossbow (Missile),9,1,8,5,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Moors,Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,330,100,65,50, Crossbow (Missile),9,1,8,5,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Moors,Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,330,100,65,50, Crossbow (Missile),9,1,8,5,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Moors,Peasant Crossbowmen, Infantry, Missile,48,3, Normal, Trained,400,100,65,50, Steel crossbow (Missile),12,1,4,0,4,0,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Short sword (Melee),7,,,,,,,,,,,,,,,,
Moors,Peasant Crossbowmen, Infantry, Missile,48,3, Normal, Trained,400,100,65,50, Steel crossbow (Missile),12,1,4,0,4,0,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Short sword (Melee),7,,,,,,,,,,,,,,,,
Moors,Peasant Crossbowmen, Infantry, Missile,48,3, Normal, Trained,400,100,65,50, Steel crossbow (Missile),12,1,4,0,4,0,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Short sword (Melee),7,,,,,,,,,,,,,,,,
Moors,Arab Cavalry, Cavalry, Light,32,5, Normal, Trained,510,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
Moors,Christian Guard, Cavalry, Heavy,32,11, Disciplined, Highly trained,970,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Moors,Christian Guard, Cavalry, Heavy,32,11, Disciplined, Highly trained,970,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Moors,Christian Guard, Cavalry, Heavy,32,11, Disciplined, Highly trained,970,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Moors,Granadine Lancers, Cavalry, Heavy,32,9, Normal, Trained,750,250,120,95, Cavalry light lance (Melee),10,4,14,5,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,,,,,,,
Moors,Granadine Lancers, Cavalry, Heavy,32,9, Normal, Trained,750,250,120,95, Cavalry light lance (Melee),10,4,14,5,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,,,,,,,
Moors,Camel Gunners, Cavalry, Missile,32,9, Normal, Trained,1180,300,120,95, Cavalry musket (Missile),16,4,6,0,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,180,20, Cavalry weak sword (Melee),8,, Camel,,,,,,TRUE,,,TRUE,,,,,TRUE
Moors,Camel Gunners, Cavalry, Missile,32,9, Normal, Trained,1180,300,120,95, Cavalry musket (Missile),16,4,6,0,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,180,20, Cavalry weak sword (Melee),8,, Camel,,,,,,TRUE,,,TRUE,,,,,TRUE
Moors,Camel Gunners, Cavalry, Missile,32,9, Normal, Trained,1180,300,120,95, Cavalry musket (Missile),16,4,6,0,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,180,20, Cavalry weak sword (Melee),8,, Camel,,,,,,TRUE,,,TRUE,,,,,TRUE
Moors,Granadine Jinetes, Cavalry, Missile,32,5, Normal, Untrained,670,175,100,75, Cavalry javelin (Thrown),8,3,13,5,5,3,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry weak sword (Melee),8,, Fast pony,,TRUE,,,,,,,,,,,,
Moors,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Moors,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Moors,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Moors,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Moors,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Moors,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Moors,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Moors,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Moors,Baghlah, Ship, Light,50,8, Normal, Trained,1150,350,250,250, Melee,18,0,22,0,22,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Moors,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
